"start","end","transaction_date","batch","account_type","category_capex","category_opex","category_cogs","category_revenues","description","quantity","unit_price","amount_manual","amount_calculated","comment","proof_of_payment","_id","uuid","__version__","instanceID","_xform_id_string","_uuid","_status","_submission_time","_validation_status","_submitted_by","rootUuid","deprecatedID","_attachments"
2025-02-23 07:21:43.277,2025-02-23 07:23:07.322,2025-02-17,"3","revenues",NA,NA,NA,"revenues_sales","Sold out chicken",1,15000,15000,15000,"Supportive client","1740295381965.jpg",444253112,"465cf73fec9d4570897ec1ad4b0948db","vndXtdUm72BfFettfRRAK9","uuid:695206fa-a7d1-4afb-ac47-2cb8b37e1f37","aZd296rDmYBHXTs4ZrAFBb","695206fa-a7d1-4afb-ac47-2cb8b37e1f37","submitted_via_web",2025-02-23 07:23:16,NA,"mattkuch87","uuid:695206fa-a7d1-4afb-ac47-2cb8b37e1f37",NA,"https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444253112/attachments/att6unU8DNQdu4MvUu6vZm8o/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444253112/attachments/att6unU8DNQdu4MvUu6vZm8o/large/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444253112/attachments/att6unU8DNQdu4MvUu6vZm8o/medium/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444253112/attachments/att6unU8DNQdu4MvUu6vZm8o/small/; image/jpeg; mattkuch87/attachments/465cf73fec9d4570897ec1ad4b0948db/695206fa-a7d1-4afb-ac47-2cb8b37e1f37/1740295381965.jpg; att6unU8DNQdu4MvUu6vZm8o; 1740295381965.jpg; proof_of_payment"
2025-02-23 15:36:48.314,2025-02-23 15:39:11.675,2025-02-23,"5","cogs",NA,NA,"cogs_vet",NA,"Doxin",1,24000,24000,24000,"Money received on mobile","1740325145275.jpg",444369587,"465cf73fec9d4570897ec1ad4b0948db","vndXtdUm72BfFettfRRAK9","uuid:bbaafe3b-4dc4-422c-b477-78117dc3130c","aZd296rDmYBHXTs4ZrAFBb","bbaafe3b-4dc4-422c-b477-78117dc3130c","submitted_via_web",2025-02-23 15:39:24,NA,"mattkuch87","uuid:bbaafe3b-4dc4-422c-b477-78117dc3130c",NA,"https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444369587/attachments/attWFEc8cwhpAjw5mtutN7ge/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444369587/attachments/attWFEc8cwhpAjw5mtutN7ge/large/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444369587/attachments/attWFEc8cwhpAjw5mtutN7ge/medium/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444369587/attachments/attWFEc8cwhpAjw5mtutN7ge/small/; image/jpeg; mattkuch87/attachments/465cf73fec9d4570897ec1ad4b0948db/bbaafe3b-4dc4-422c-b477-78117dc3130c/1740325145275.jpg; attWFEc8cwhpAjw5mtutN7ge; 1740325145275.jpg; proof_of_payment"
2025-02-23 15:39:45.234,2025-02-23 15:43:20.57,2025-02-23,"6","capex","capex_equipment",NA,NA,NA,"Water drinkers",6,18000,108000,108000,"Money received on mobile","1740325394662.jpg",444370630,"465cf73fec9d4570897ec1ad4b0948db","vndXtdUm72BfFettfRRAK9","uuid:09a9af11-c44b-47b1-9ca7-19d8a8003d5c","aZd296rDmYBHXTs4ZrAFBb","09a9af11-c44b-47b1-9ca7-19d8a8003d5c","submitted_via_web",2025-02-23 15:43:30,NA,"mattkuch87","uuid:09a9af11-c44b-47b1-9ca7-19d8a8003d5c",NA,"https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444370630/attachments/attUt8gEJYrSTvTyEzopUUbg/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444370630/attachments/attUt8gEJYrSTvTyEzopUUbg/large/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444370630/attachments/attUt8gEJYrSTvTyEzopUUbg/medium/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444370630/attachments/attUt8gEJYrSTvTyEzopUUbg/small/; image/jpeg; mattkuch87/attachments/465cf73fec9d4570897ec1ad4b0948db/09a9af11-c44b-47b1-9ca7-19d8a8003d5c/1740325394662.jpg; attUt8gEJYrSTvTyEzopUUbg; 1740325394662.jpg; proof_of_payment"
2025-02-23 15:43:58.868,2025-02-23 15:46:15.338,2025-02-23,"5","capex","capex_equipment",NA,NA,NA,"Feeding troughs",10,5000,50000,50000,"Money received on mobile","1740325564252.jpg",444371235,"465cf73fec9d4570897ec1ad4b0948db","vndXtdUm72BfFettfRRAK9","uuid:226a7235-a15c-432a-8286-6ac582f79cb6","aZd296rDmYBHXTs4ZrAFBb","226a7235-a15c-432a-8286-6ac582f79cb6","submitted_via_web",2025-02-23 15:46:23,NA,"mattkuch87","uuid:226a7235-a15c-432a-8286-6ac582f79cb6",NA,"https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444371235/attachments/attHYqkwXKwvZBHbyu9HjfSc/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444371235/attachments/attHYqkwXKwvZBHbyu9HjfSc/large/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444371235/attachments/attHYqkwXKwvZBHbyu9HjfSc/medium/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444371235/attachments/attHYqkwXKwvZBHbyu9HjfSc/small/; image/jpeg; mattkuch87/attachments/465cf73fec9d4570897ec1ad4b0948db/226a7235-a15c-432a-8286-6ac582f79cb6/1740325564252.jpg; attHYqkwXKwvZBHbyu9HjfSc; 1740325564252.jpg; proof_of_payment"
2025-02-23 15:46:30.411,2025-02-23 15:48:57.217,2025-02-23,"6","capex","capex_property",NA,NA,NA,"Bow saw",1,24000,24000,24000,"Cash at hand","1740325722925.jpg",444372172,"465cf73fec9d4570897ec1ad4b0948db","vndXtdUm72BfFettfRRAK9","uuid:d3b59af6-049f-44f1-b384-f55e000ecd09","aZd296rDmYBHXTs4ZrAFBb","d3b59af6-049f-44f1-b384-f55e000ecd09","submitted_via_web",2025-02-23 15:49:07,NA,"mattkuch87","uuid:d3b59af6-049f-44f1-b384-f55e000ecd09",NA,"https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444372172/attachments/attXudJbkwtDKdnXHG9KSkWW/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444372172/attachments/attXudJbkwtDKdnXHG9KSkWW/large/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444372172/attachments/attXudJbkwtDKdnXHG9KSkWW/medium/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444372172/attachments/attXudJbkwtDKdnXHG9KSkWW/small/; image/jpeg; mattkuch87/attachments/465cf73fec9d4570897ec1ad4b0948db/d3b59af6-049f-44f1-b384-f55e000ecd09/1740325722925.jpg; attXudJbkwtDKdnXHG9KSkWW; 1740325722925.jpg; proof_of_payment"
2025-02-23 15:49:20.919,2025-02-23 15:52:00.158,2025-02-23,"6","opex",NA,"opex_transport",NA,NA,"Transport to kiwenda and back to the farm",1,4000,4000,4000,"Money received on mobile","1740325908647.jpg",444373193,"465cf73fec9d4570897ec1ad4b0948db","vndXtdUm72BfFettfRRAK9","uuid:e6cc6486-2ba8-4dd5-a304-99793694facf","aZd296rDmYBHXTs4ZrAFBb","e6cc6486-2ba8-4dd5-a304-99793694facf","submitted_via_web",2025-02-23 15:52:10,NA,"mattkuch87","uuid:e6cc6486-2ba8-4dd5-a304-99793694facf",NA,"https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444373193/attachments/attRtNHorJmfELUUp77kUaTv/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444373193/attachments/attRtNHorJmfELUUp77kUaTv/large/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444373193/attachments/attRtNHorJmfELUUp77kUaTv/medium/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444373193/attachments/attRtNHorJmfELUUp77kUaTv/small/; image/jpeg; mattkuch87/attachments/465cf73fec9d4570897ec1ad4b0948db/e6cc6486-2ba8-4dd5-a304-99793694facf/1740325908647.jpg; attRtNHorJmfELUUp77kUaTv; 1740325908647.jpg; proof_of_payment"
2025-02-24 15:56:50.117,2025-02-24 15:59:19.248,2025-02-24,"5","capex","capex_property",NA,NA,NA,"Door",1,3e+05,3e+05,3e+05,"Money received on mobile","1740412752559.jpg",444810189,"465cf73fec9d4570897ec1ad4b0948db","vndXtdUm72BfFettfRRAK9","uuid:53c48a2f-613c-4c50-a789-38489a5d6685","aZd296rDmYBHXTs4ZrAFBb","53c48a2f-613c-4c50-a789-38489a5d6685","submitted_via_web",2025-02-24 16:00:11,NA,"mattkuch87","uuid:53c48a2f-613c-4c50-a789-38489a5d6685",NA,"https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444810189/attachments/attyVSYDjjNdkhHyuV3Hht2E/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444810189/attachments/attyVSYDjjNdkhHyuV3Hht2E/large/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444810189/attachments/attyVSYDjjNdkhHyuV3Hht2E/medium/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444810189/attachments/attyVSYDjjNdkhHyuV3Hht2E/small/; image/jpeg; mattkuch87/attachments/465cf73fec9d4570897ec1ad4b0948db/53c48a2f-613c-4c50-a789-38489a5d6685/1740412752559.jpg; attyVSYDjjNdkhHyuV3Hht2E; 1740412752559.jpg; proof_of_payment"
2025-02-24 16:00:18.314,2025-02-24 16:02:22.998,2025-02-24,"5","capex","capex_property",NA,NA,NA,"Padlock",1,20000,20000,20000,"Money received on mobile","1740412912127.jpg",444811294,"465cf73fec9d4570897ec1ad4b0948db","vndXtdUm72BfFettfRRAK9","uuid:ae76d507-6720-4619-bf69-f48e4563db7a","aZd296rDmYBHXTs4ZrAFBb","ae76d507-6720-4619-bf69-f48e4563db7a","submitted_via_web",2025-02-24 16:02:37,NA,"mattkuch87","uuid:ae76d507-6720-4619-bf69-f48e4563db7a",NA,"https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444811294/attachments/attP9nnjuAUSDvmZfSsBTqby/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444811294/attachments/attP9nnjuAUSDvmZfSsBTqby/large/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444811294/attachments/attP9nnjuAUSDvmZfSsBTqby/medium/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444811294/attachments/attP9nnjuAUSDvmZfSsBTqby/small/; image/jpeg; mattkuch87/attachments/465cf73fec9d4570897ec1ad4b0948db/ae76d507-6720-4619-bf69-f48e4563db7a/1740412912127.jpg; attP9nnjuAUSDvmZfSsBTqby; 1740412912127.jpg; proof_of_payment"
2025-02-24 16:22:08.185,2025-02-24 16:23:37.187,2025-02-24,"6","cogs",NA,NA,"cogs_feeds",NA,"Hendrix concentrate",50,4300,215000,215000,"Money received on mobile","1740414211910.jpg",444820874,"465cf73fec9d4570897ec1ad4b0948db","vndXtdUm72BfFettfRRAK9","uuid:c0c38da3-3bcd-4608-aede-0c96d7c62048","aZd296rDmYBHXTs4ZrAFBb","c0c38da3-3bcd-4608-aede-0c96d7c62048","submitted_via_web",2025-02-24 16:23:48,NA,"mattkuch87","uuid:c0c38da3-3bcd-4608-aede-0c96d7c62048",NA,"https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444820874/attachments/attYENvyQZaFoY2Rsrh7QKHj/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444820874/attachments/attYENvyQZaFoY2Rsrh7QKHj/large/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444820874/attachments/attYENvyQZaFoY2Rsrh7QKHj/medium/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444820874/attachments/attYENvyQZaFoY2Rsrh7QKHj/small/; image/jpeg; mattkuch87/attachments/465cf73fec9d4570897ec1ad4b0948db/c0c38da3-3bcd-4608-aede-0c96d7c62048/1740414211910.jpg; attYENvyQZaFoY2Rsrh7QKHj; 1740414211910.jpg; proof_of_payment"
2025-02-24 16:23:59.561,2025-02-24 16:25:39.571,2025-02-24,"6","cogs",NA,NA,"cogs_feeds",NA,"Broken maize",120,1300,156000,156000,"Money received on mobile","1740414332490.jpg",444821901,"465cf73fec9d4570897ec1ad4b0948db","vndXtdUm72BfFettfRRAK9","uuid:551b5c2d-3e23-44b4-b722-9e85e51ecbee","aZd296rDmYBHXTs4ZrAFBb","551b5c2d-3e23-44b4-b722-9e85e51ecbee","submitted_via_web",2025-02-24 16:25:47,NA,"mattkuch87","uuid:551b5c2d-3e23-44b4-b722-9e85e51ecbee",NA,"https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444821901/attachments/attrWQWourKPenptBL5iALmJ/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444821901/attachments/attrWQWourKPenptBL5iALmJ/large/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444821901/attachments/attrWQWourKPenptBL5iALmJ/medium/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444821901/attachments/attrWQWourKPenptBL5iALmJ/small/; image/jpeg; mattkuch87/attachments/465cf73fec9d4570897ec1ad4b0948db/551b5c2d-3e23-44b4-b722-9e85e51ecbee/1740414332490.jpg; attrWQWourKPenptBL5iALmJ; 1740414332490.jpg; proof_of_payment"
2025-02-24 16:28:33.804,2025-02-24 16:30:45.022,2025-02-24,"7","cogs",NA,NA,"cogs_chicks_purchased",NA,"Purchase of day old chicks",350,3200,1120000,1120000,"Money received on mobile","1740414636997.jpg",444824027,"465cf73fec9d4570897ec1ad4b0948db","vndXtdUm72BfFettfRRAK9","uuid:2eb3848b-9ca1-4a92-b261-e3c80eed1f4b","aZd296rDmYBHXTs4ZrAFBb","2eb3848b-9ca1-4a92-b261-e3c80eed1f4b","submitted_via_web",2025-02-24 16:30:57,NA,"mattkuch87","uuid:2eb3848b-9ca1-4a92-b261-e3c80eed1f4b",NA,"https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444824027/attachments/attGBheZ9pwMtBiYXjTX8JmH/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444824027/attachments/attGBheZ9pwMtBiYXjTX8JmH/large/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444824027/attachments/attGBheZ9pwMtBiYXjTX8JmH/medium/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444824027/attachments/attGBheZ9pwMtBiYXjTX8JmH/small/; image/jpeg; mattkuch87/attachments/465cf73fec9d4570897ec1ad4b0948db/2eb3848b-9ca1-4a92-b261-e3c80eed1f4b/1740414636997.jpg; attGBheZ9pwMtBiYXjTX8JmH; 1740414636997.jpg; proof_of_payment"
2025-02-24 16:31:06.707,2025-02-24 16:34:37.556,2025-02-24,"6","opex",NA,"opex_transport",NA,NA,"Transport from the farm to kiwenda and to busiika then back to the farm",1,8000,8000,8000,"Money received on mobile","1740414869240.jpg",444825572,"465cf73fec9d4570897ec1ad4b0948db","vndXtdUm72BfFettfRRAK9","uuid:54119b76-c882-424d-8802-23c51e28f63c","aZd296rDmYBHXTs4ZrAFBb","54119b76-c882-424d-8802-23c51e28f63c","submitted_via_web",2025-02-24 16:34:51,NA,"mattkuch87","uuid:54119b76-c882-424d-8802-23c51e28f63c",NA,"https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444825572/attachments/attS4msQDphB49mcejvGfg7g/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444825572/attachments/attS4msQDphB49mcejvGfg7g/large/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444825572/attachments/attS4msQDphB49mcejvGfg7g/medium/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444825572/attachments/attS4msQDphB49mcejvGfg7g/small/; image/jpeg; mattkuch87/attachments/465cf73fec9d4570897ec1ad4b0948db/54119b76-c882-424d-8802-23c51e28f63c/1740414869240.jpg; attS4msQDphB49mcejvGfg7g; 1740414869240.jpg; proof_of_payment"
2025-02-24 16:35:38.672,2025-02-24 16:37:33.188,2025-02-24,"4","cogs",NA,NA,"cogs_vet",NA,"Gombolo vaccine",1000,15,15000,15000,"Money received on mobile","1740415049589.jpg",444826907,"465cf73fec9d4570897ec1ad4b0948db","vndXtdUm72BfFettfRRAK9","uuid:c9884907-5b05-4cef-a68a-364f09209568","aZd296rDmYBHXTs4ZrAFBb","c9884907-5b05-4cef-a68a-364f09209568","submitted_via_web",2025-02-24 16:37:41,NA,"mattkuch87","uuid:c9884907-5b05-4cef-a68a-364f09209568",NA,"https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444826907/attachments/attwwVFHHsC98jgC2WDWSwLy/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444826907/attachments/attwwVFHHsC98jgC2WDWSwLy/large/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444826907/attachments/attwwVFHHsC98jgC2WDWSwLy/medium/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444826907/attachments/attwwVFHHsC98jgC2WDWSwLy/small/; image/jpeg; mattkuch87/attachments/465cf73fec9d4570897ec1ad4b0948db/c9884907-5b05-4cef-a68a-364f09209568/1740415049589.jpg; attwwVFHHsC98jgC2WDWSwLy; 1740415049589.jpg; proof_of_payment"
2025-02-24 16:43:41.599,2025-02-24 16:46:01.847,2025-02-24,"6","opex",NA,"opex_other",NA,NA,"Dry cells for the weighing scale",2,250,500,500,"Money received on mobile","1740415557490.jpg",444830372,"465cf73fec9d4570897ec1ad4b0948db","vndXtdUm72BfFettfRRAK9","uuid:62dcbde1-0daf-4b94-9a63-3db893d328c8","aZd296rDmYBHXTs4ZrAFBb","62dcbde1-0daf-4b94-9a63-3db893d328c8","submitted_via_web",2025-02-24 16:46:13,NA,"mattkuch87","uuid:62dcbde1-0daf-4b94-9a63-3db893d328c8",NA,"https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444830372/attachments/attdFGUDCyxkvKvnU9BDi4xr/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444830372/attachments/attdFGUDCyxkvKvnU9BDi4xr/large/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444830372/attachments/attdFGUDCyxkvKvnU9BDi4xr/medium/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444830372/attachments/attdFGUDCyxkvKvnU9BDi4xr/small/; image/jpeg; mattkuch87/attachments/465cf73fec9d4570897ec1ad4b0948db/62dcbde1-0daf-4b94-9a63-3db893d328c8/1740415557490.jpg; attdFGUDCyxkvKvnU9BDi4xr; 1740415557490.jpg; proof_of_payment"
2025-02-24 17:14:22.797,2025-02-24 17:16:27.248,2025-02-21,"6","opex",NA,"opex_transport",NA,NA,"Transport from the farm to busiika and back to the farm",1,4000,4000,4000,"Money received on mobile","1740417382896.jpg",444843377,"465cf73fec9d4570897ec1ad4b0948db","vndXtdUm72BfFettfRRAK9","uuid:67914fdb-46b0-47bd-bbf3-dc79f07f3b95","aZd296rDmYBHXTs4ZrAFBb","67914fdb-46b0-47bd-bbf3-dc79f07f3b95","submitted_via_web",2025-02-24 17:16:43,NA,"mattkuch87","uuid:67914fdb-46b0-47bd-bbf3-dc79f07f3b95",NA,"https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444843377/attachments/atte3uhhWnAziiex6WjgdFtU/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444843377/attachments/atte3uhhWnAziiex6WjgdFtU/large/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444843377/attachments/atte3uhhWnAziiex6WjgdFtU/medium/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/444843377/attachments/atte3uhhWnAziiex6WjgdFtU/small/; image/jpeg; mattkuch87/attachments/465cf73fec9d4570897ec1ad4b0948db/67914fdb-46b0-47bd-bbf3-dc79f07f3b95/1740417382896.jpg; atte3uhhWnAziiex6WjgdFtU; 1740417382896.jpg; proof_of_payment"
2025-02-25 14:46:13.919,2025-02-25 14:50:36.109,2025-02-25,"6","opex",NA,"opex_other",NA,NA,"Omo detergent",10,500,5000,5000,"Balance from the door job","1740495028589.jpg",445386984,"465cf73fec9d4570897ec1ad4b0948db","vndXtdUm72BfFettfRRAK9","uuid:5787cfa3-523b-4844-8fcb-fb46fec9dc5d","aZd296rDmYBHXTs4ZrAFBb","5787cfa3-523b-4844-8fcb-fb46fec9dc5d","submitted_via_web",2025-02-25 14:50:49,NA,"mattkuch87","uuid:5787cfa3-523b-4844-8fcb-fb46fec9dc5d",NA,"https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/445386984/attachments/attCpxUpczqx2f23fTNurdba/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/445386984/attachments/attCpxUpczqx2f23fTNurdba/large/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/445386984/attachments/attCpxUpczqx2f23fTNurdba/medium/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/445386984/attachments/attCpxUpczqx2f23fTNurdba/small/; image/jpeg; mattkuch87/attachments/465cf73fec9d4570897ec1ad4b0948db/5787cfa3-523b-4844-8fcb-fb46fec9dc5d/1740495028589.jpg; attCpxUpczqx2f23fTNurdba; 1740495028589.jpg; proof_of_payment"
2025-02-26 07:15:52.458,2025-02-26 07:18:38.642,2025-02-26,"4","cogs",NA,NA,"cogs_feeds",NA,"Broken maize",140,1300,182000,182000,"Money received on mobile","1740554309453.jpg",445632467,"465cf73fec9d4570897ec1ad4b0948db","vndXtdUm72BfFettfRRAK9","uuid:cf78d8ed-4e74-4b94-b3c4-0ad826eee37c","aZd296rDmYBHXTs4ZrAFBb","cf78d8ed-4e74-4b94-b3c4-0ad826eee37c","submitted_via_web",2025-02-26 07:44:19,NA,"mattkuch87","uuid:cf78d8ed-4e74-4b94-b3c4-0ad826eee37c",NA,"https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/445632467/attachments/attMpHJo4aLNhHWnp2aZGQyx/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/445632467/attachments/attMpHJo4aLNhHWnp2aZGQyx/large/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/445632467/attachments/attMpHJo4aLNhHWnp2aZGQyx/medium/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/445632467/attachments/attMpHJo4aLNhHWnp2aZGQyx/small/; image/jpeg; mattkuch87/attachments/465cf73fec9d4570897ec1ad4b0948db/cf78d8ed-4e74-4b94-b3c4-0ad826eee37c/1740554309453.jpg; attMpHJo4aLNhHWnp2aZGQyx; 1740554309453.jpg; proof_of_payment"
2025-02-26 07:44:29.809,2025-02-26 07:46:13.316,2025-02-26,"4","cogs",NA,NA,"cogs_feeds",NA,"Hendrix concentrate",50,4300,215000,215000,"Money received on mobile","1740555965431.jpg",445633252,"465cf73fec9d4570897ec1ad4b0948db","vndXtdUm72BfFettfRRAK9","uuid:50eb2c77-fcc5-42c5-9670-a4c438e312f9","aZd296rDmYBHXTs4ZrAFBb","50eb2c77-fcc5-42c5-9670-a4c438e312f9","submitted_via_web",2025-02-26 07:46:25,NA,"mattkuch87","uuid:50eb2c77-fcc5-42c5-9670-a4c438e312f9",NA,"https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/445633252/attachments/atta7BsLywTFUFjFLAbL2Vzm/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/445633252/attachments/atta7BsLywTFUFjFLAbL2Vzm/large/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/445633252/attachments/atta7BsLywTFUFjFLAbL2Vzm/medium/; https://kf.kobotoolbox.org/api/v2/assets/aZd296rDmYBHXTs4ZrAFBb/data/445633252/attachments/atta7BsLywTFUFjFLAbL2Vzm/small/; image/jpeg; mattkuch87/attachments/465cf73fec9d4570897ec1ad4b0948db/50eb2c77-fcc5-42c5-9670-a4c438e312f9/1740555965431.jpg; atta7BsLywTFUFjFLAbL2Vzm; 1740555965431.jpg; proof_of_payment"
